Category	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
A3SS	ENSBTAG00000002002	ATAD2	chr14	+	16507409	16507606	16507417	16507606	16503298	16503434
A3SS	ENSBTAG00000016218	PTGES2	chr11	-	98762284	98762482	98762284	98762468	98763780	98765006
A3SS	ENSBTAG00000014515	RFC1	chr6	-	58442716	58442808	58442716	58442787	58444224	58444339
A3SS	ENSBTAG00000014515	RFC1	chr6	-	58447707	58448107	58447707	58448101	58450144	58450249
A3SS	ENSBTAG00000014515	RFC1	chr6	-	58464311	58464427	58464311	58464373	58465293	58465530
A3SS	ENSBTAG00000007210	RBFOX1	chr25	+	6497295	6497439	6497298	6497439	6433788	6434031
A3SS	ENSBTAG00000048107	CANX	chr7	-	1611987	1612089	1611987	1612067	1612249	1612376
A3SS	ENSBTAG00000001939	SECISBP2	chr8	-	88776026	88776232	88776026	88776194	88777794	88777876
A3SS	ENSBTAG00000001939	SECISBP2	chr8	-	88776026	88776232	88776026	88776194	88781028	88781258
A3SS	ENSBTAG00000007851	IL24	chr16	+	4686570	4686642	4686573	4686642	4685836	4685995
A3SS	ENSBTAG00000001396	ADAMTS7	chr21	+	30320484	30320679	30320505	30320679	30319202	30319370
A3SS	ENSBTAG00000001396	ADAMTS7	chr21	+	30365560	30365735	30365588	30365735	30365329	30365481
A3SS	ENSBTAG00000011350	CCNQ	chrX	-	36813508	36814008	36813508	36813948	36816162	36816198
A3SS	ENSBTAG00000011350	CCNQ	chrX	-	36813508	36814008	36813508	36813948	36817045	36817273
A3SS	ENSBTAG00000011350	CCNQ	chrX	-	36813508	36814008	36813508	36813948	36818681	36818814
A3SS	ENSBTAG00000023411	NA	chr1	-	135643821	135644107	135643821	135644008	135645679	135645864
A3SS	ENSBTAG00000001771	DYRK1A	chr1	+	149673023	149673143	149673050	149673143	149667938	149668135
A3SS	ENSBTAG00000020149	RNASEH2B	chr12	+	20395825	20395944	20395901	20395944	20391550	20391656
A3SS	ENSBTAG00000008419	PDE2A	chr15	-	52138539	52138659	52138539	52138617	52139276	52139389
A3SS	ENSBTAG00000008419	PDE2A	chr15	-	52189888	52189950	52189888	52189946	52200483	52200678
A3SS	ENSBTAG00000012985	FCSK	chr18	-	1654212	1654366	1654212	1654338	1655266	1655317
A3SS	ENSBTAG00000014090	ARID5A	chr11	+	2566921	2567380	2567220	2567380	2564478	2564591
A3SS	ENSBTAG00000014090	ARID5A	chr11	+	2566921	2567380	2567220	2567380	2566421	2566474
A3SS	ENSBTAG00000047600	ROS1	chr9	+	33389120	33389269	33389129	33389269	33386718	33386779
A3SS	ENSBTAG00000047600	ROS1	chr9	+	33419749	33419967	33419752	33419967	33409084	33409185
A3SS	ENSBTAG00000047600	ROS1	chr9	+	33434653	33434833	33434656	33434833	33429998	33430282
A3SS	ENSBTAG00000017490	PLD1	chr1	+	95824090	95824201	95824096	95824201	95815064	95815146
A3SS	ENSBTAG00000010732	MMP23	chr16	-	51004183	51004310	51004183	51004308	51004386	51004497
A3SS	ENSBTAG00000010732	MMP23	chr16	-	51005327	51005685	51005327	51005467	51006013	51006594
A3SS	ENSBTAG00000009806	INVS	chr8	+	65260596	65261314	65261217	65261314	65248408	65248695
A3SS	ENSBTAG00000008845	INTS9	chr8	+	9896531	9896734	9896594	9896734	9888992	9889053
A3SS	ENSBTAG00000001737	TUT7	chr8	-	79476252	79476733	79476252	79476316	79479422	79479748
A3SS	ENSBTAG00000001737	TUT7	chr8	-	79476252	79476733	79476252	79476316	79481179	79481295
A3SS	ENSBTAG00000013197	PSEN2	chr16	+	29870205	29872546	29871819	29872546	29866250	29866352
A3SS	ENSBTAG00000005997	NA	chr4	+	32913659	32913870	32913678	32913870	32898975	32899147
A3SS	ENSBTAG00000005997	NA	chr4	+	32968275	32968473	32968282	32968473	32954175	32954379
A3SS	ENSBTAG00000005997	NA	chr4	+	32968275	32968473	32968282	32968473	32967635	32967792
A3SS	ENSBTAG00000001391	ANKRD42	chr29	-	12467969	12468136	12467969	12468133	12472463	12472521
A3SS	ENSBTAG00000008570	RPS14	chr7	-	61774351	61775474	61774351	61774485	61777205	61777356
A3SS	ENSBTAG00000016776	BAHCC1	chr19	-	51313233	51313433	51313233	51313431	51317373	51318219
A3SS	ENSBTAG00000016827	RGL2	chr23	-	7469351	7469603	7469351	7469390	7469873	7470171
A3SS	ENSBTAG00000012565	PCNX1	chr10	+	82656647	82656825	82656652	82656825	82655573	82655715
A3SS	ENSBTAG00000006122	HUWE1	chrX	-	90984964	90985256	90984964	90985252	90986734	90986780
A3SS	ENSBTAG00000004361	ZBTB37	chr16	+	55240319	55241279	55240322	55241279	55238447	55238575
A3SS	ENSBTAG00000004282	AMBRA1	chr15	-	76525665	76527119	76525665	76526702	76527675	76527742
A3SS	ENSBTAG00000004282	AMBRA1	chr15	-	76525665	76527119	76525665	76526702	76528723	76528896
A3SS	ENSBTAG00000052083	METTL21A	chr2	-	95917767	95918453	95917767	95917946	95918604	95919009
A3SS	ENSBTAG00000003801	MBD1	chr24	-	49907622	49907991	49907622	49907789	49914406	49914540
A3SS	ENSBTAG00000016199	CLINT1	chr7	-	69382923	69383128	69382923	69383074	69384606	69384899
A3SS	ENSBTAG00000014044	VEZT	chr5	+	24910538	24910688	24910550	24910688	24905476	24905652
A3SS	ENSBTAG00000014044	VEZT	chr5	+	24910538	24910688	24910550	24910688	24907613	24907889
A3SS	ENSBTAG00000010691	USP39	chr11	-	49375414	49375548	49375414	49375482	49377884	49378110
A3SS	ENSBTAG00000027357	FGF22	chr7	+	43261193	43262337	43261394	43262337	43258841	43259155
A3SS	ENSBTAG00000038415	SLC6A12	chr5	-	107152851	107152989	107152851	107152939	107153441	107153554
A3SS	ENSBTAG00000002178	PPL	chr25	-	3948863	3951536	3948863	3951533	3952362	3952455
A3SS	ENSBTAG00000015692	HSPA4L	chr17	-	29859597	29859738	29859597	29859734	29862045	29862103
A3SS	ENSBTAG00000004672	RDX	chr15	-	20319343	20319507	20319343	20319478	20321552	20321699
A3SS	ENSBTAG00000010611	OCIAD1	chr6	+	67497962	67498025	67497967	67498025	67496283	67496412
A3SS	ENSBTAG00000010611	OCIAD1	chr6	+	67497962	67498025	67497967	67498025	67496691	67496796
A3SS	ENSBTAG00000033095	WDR70	chr20	-	36675319	36675432	36675319	36675429	36690395	36690532
A3SS	ENSBTAG00000033095	WDR70	chr20	-	36675319	36675432	36675319	36675429	36706394	36706557
A3SS	ENSBTAG00000018635	ATP1A3	chr18	+	51254554	51254799	51254595	51254799	51254396	51254456
A3SS	ENSBTAG00000034441	MACROD2	chr13	+	9686969	9687053	9686971	9687053	9675398	9675443
A3SS	ENSBTAG00000017253	MECR	chr2	+	124361820	124363289	124363215	124363289	124357749	124357893
A3SS	ENSBTAG00000017253	MECR	chr2	+	124361820	124363289	124363215	124363289	124360465	124360568
A3SS	ENSBTAG00000047543	NTRK3	chr21	-	19259413	19259984	19259413	19259676	19260126	19260197
A3SS	ENSBTAG00000021709	SPI1	chr15	-	77215074	77215174	77215074	77215171	77215864	77216862
A3SS	ENSBTAG00000021709	SPI1	chr15	-	77215074	77215174	77215074	77215171	77217506	77218071
A3SS	ENSBTAG00000021709	SPI1	chr15	-	77215074	77215174	77215074	77215171	77230229	77230554
A3SS	ENSBTAG00000003773	SLC25A13	chr4	-	13646797	13646970	13646797	13646940	13647205	13647253
A3SS	ENSBTAG00000015895	HGD	chr1	-	65356093	65356236	65356093	65356185	65357814	65357874
A3SS	ENSBTAG00000039172	RABGAP1	chr11	+	94123535	94123735	94123674	94123735	94096280	94096508
A3SS	ENSBTAG00000019712	ST14	chr29	+	36374717	36374988	36374747	36374988	36374369	36374405
A3SS	ENSBTAG00000003358	MCFD2	chr11	-	29360269	29362097	29360269	29360598	29405228	29406229
A3SS	ENSBTAG00000003460	TCEA1	chr14	-	21967514	21967672	21967514	21967669	21968641	21968698
A3SS	ENSBTAG00000005633	ARHGEF28	chr20	-	7717696	7717997	7717696	7717783	7719249	7719735
A3SS	ENSBTAG00000039593	FAM98C	chr18	+	48210416	48210778	48210643	48210778	48210209	48210310
A3SS	ENSBTAG00000005150	HMGB3	chrX	+	33608739	33608894	33608807	33608894	33606477	33607068
A3SS	ENSBTAG00000002100	GZMM	chr7	+	43187030	43188286	43187992	43188286	43186123	43186286
A3SS	ENSBTAG00000013669	KIF22	chr25	-	26445149	26445522	26445149	26445304	26453205	26453320
A3SS	ENSBTAG00000011278	XYLB	chr22	+	11785498	11785663	11785576	11785663	11781689	11781759
A3SS	ENSBTAG00000011278	XYLB	chr22	+	11799358	11799503	11799387	11799503	11794928	11795010
A3SS	ENSBTAG00000008098	DCLK2	chr17	-	7602690	7602821	7602690	7602796	7625064	7625159
A3SS	ENSBTAG00000008098	DCLK2	chr17	-	7604142	7604218	7604142	7604215	7625064	7625159
A3SS	ENSBTAG00000008098	DCLK2	chr17	-	7604142	7604218	7604142	7604215	7630217	7630319
A3SS	ENSBTAG00000008098	DCLK2	chr17	-	7604142	7604218	7604142	7604215	7634509	7634612
A3SS	ENSBTAG00000004802	CEP170B	chr21	+	69331805	69332070	69331826	69332070	69328639	69330394
A3SS	ENSBTAG00000004802	CEP170B	chr21	+	69331805	69332070	69331931	69332070	69328639	69330394
A3SS	ENSBTAG00000004802	CEP170B	chr21	+	69331826	69332070	69331931	69332070	69328639	69330394
A3SS	ENSBTAG00000010737	CDK11B	chr16	+	50986302	50987137	50987021	50987137	50986104	50986228
A3SS	ENSBTAG00000002503	BSCL2	chr29	-	41016516	41016603	41016516	41016597	41016778	41016845
A3SS	ENSBTAG00000002503	BSCL2	chr29	-	41016516	41016603	41016516	41016597	41016986	41017128
A3SS	ENSBTAG00000020860	CHD1	chr7	-	98120910	98121128	98120910	98121089	98121300	98121401
A3SS	ENSBTAG00000016578	HNRNPR	chr2	+	129530366	129530979	129530374	129530979	129530127	129530249
A3SS	ENSBTAG00000004916	ARFGAP1	chr13	-	54288860	54288937	54288860	54288931	54289467	54289527
A3SS	ENSBTAG00000004916	ARFGAP1	chr13	-	54288860	54288937	54288860	54288931	54290005	54290062
A3SS	ENSBTAG00000005776	ZNF185	chrX	+	35210355	35210505	35210418	35210505	35205140	35205265
A3SS	ENSBTAG00000005776	ZNF185	chrX	+	35236139	35236211	35236148	35236211	35234051	35234132
A3SS	ENSBTAG00000009961	E4F1	chr25	+	1755196	1755305	1755199	1755305	1754088	1754237
A3SS	ENSBTAG00000020294	PTPN6	chr5	-	103502867	103503008	103502867	103503002	103503327	103503419
A3SS	ENSBTAG00000014064	FGFR2	chr26	-	41474184	41474336	41474184	41474335	41505952	41506076
A3SS	ENSBTAG00000003417	PHKG2	chr25	+	26874875	26874975	26874909	26874975	26873294	26873470
A3SS	ENSBTAG00000019525	PPP3CB	chr28	-	29434750	29434835	29434750	29434832	29442172	29442250
A3SS	ENSBTAG00000019525	PPP3CB	chr28	-	29434750	29434835	29434750	29434832	29449509	29449635
A3SS	ENSBTAG00000001283	RIC1	chr8	-	38954891	38955178	38954891	38955172	38956743	38956883
A3SS	ENSBTAG00000001283	RIC1	chr8	-	39004662	39004799	39004662	39004796	39005094	39005240
A3SS	ENSBTAG00000001283	RIC1	chr8	-	39004662	39004799	39004662	39004796	39005097	39005240
A3SS	ENSBTAG00000001283	RIC1	chr8	-	39004662	39004799	39004662	39004796	39013236	39013344
A3SS	ENSBTAG00000049122	COL6A5	chr1	-	151898710	151899385	151898710	151899343	151903305	151903896
A3SS	ENSBTAG00000000854	SEC16B	chr16	-	59330086	59330371	59330086	59330233	59331667	59331740
A3SS	ENSBTAG00000026320	VPS28	chr14	+	510634	510739	510649	510739	510405	510443
A3SS	ENSBTAG00000020431	DERL2	chr19	+	26078632	26078835	26078639	26078835	26076439	26076513
A3SS	ENSBTAG00000020431	DERL2	chr19	+	26078632	26078835	26078639	26078835	26077583	26077677
A3SS	ENSBTAG00000019639	SNX16	chr14	+	80765245	80765720	80765580	80765720	80762498	80763038
A3SS	ENSBTAG00000008368	NA	chr19	+	39728623	39728768	39728662	39728768	39727416	39727773
A3SS	ENSBTAG00000020270	NFKB1	chr6	-	22289678	22289827	22289678	22289777	22298353	22298429
A3SS	ENSBTAG00000020498	ACP1	chr8	-	112750010	112750145	112750010	112750116	112758741	112758855
A3SS	ENSBTAG00000006031	ADGRV1	chr7	+	90198930	90199674	90198942	90199674	90198210	90198428
A3SS	ENSBTAG00000006031	ADGRV1	chr7	+	90202174	90202548	90202180	90202548	90198930	90199674
A3SS	ENSBTAG00000007429	SPNS2	chr19	+	25022152	25022313	25022266	25022313	25019588	25019654
A3SS	ENSBTAG00000007429	SPNS2	chr19	+	25022152	25022313	25022266	25022313	25021481	25021580
A3SS	ENSBTAG00000014877	UNC50	chr11	+	3831799	3831904	3831802	3831904	3831574	3831714
A3SS	ENSBTAG00000015457	FGFR1	chr27	-	33561297	33561470	33561297	33561443	33561736	33561820
A3SS	ENSBTAG00000007602	ITGA8	chr13	-	30149269	30149377	30149269	30149375	30153584	30153630
A3SS	ENSBTAG00000030499	NA	chr7	-	52617810	52617912	52617810	52617909	52667443	52667452
A3SS	ENSBTAG00000050487	NA	chr7	-	52852395	52852946	52852395	52852717	52856500	52857249
A3SS	ENSBTAG00000018669	PLB1	chr11	-	71142314	71142380	71142314	71142377	71143872	71143953
A3SS	ENSBTAG00000025748	CYP4F2	chr7	+	7547481	7547536	7547493	7547536	7547360	7547370
A3SS	ENSBTAG00000018048	MED15	chr17	-	72434412	72434540	72434412	72434488	72434619	72434756
A3SS	ENSBTAG00000005732	TRAPPC3	chr3	+	109685532	109685630	109685534	109685630	109676717	109677082
A3SS	ENSBTAG00000033662	NCKAP1	chr2	+	13568714	13568852	13568738	13568852	13545934	13546035
A3SS	ENSBTAG00000033662	NCKAP1	chr2	+	13590771	13590830	13590777	13590830	13589044	13589126
A3SS	ENSBTAG00000033662	NCKAP1	chr2	+	13622025	13622147	13622035	13622147	13617671	13617765
A3SS	ENSBTAG00000033662	NCKAP1	chr2	+	13622025	13622147	13622035	13622147	13617671	13617769
A3SS	ENSBTAG00000033662	NCKAP1	chr2	+	13630787	13630904	13630802	13630904	13628163	13628257
A3SS	ENSBTAG00000033662	NCKAP1	chr2	+	13633839	13633956	13633848	13633956	13631479	13631589
A3SS	ENSBTAG00000033662	NCKAP1	chr2	+	13633839	13633956	13633848	13633956	13632762	13632852
A3SS	ENSBTAG00000002561	CCDC120	chrX	+	87145643	87146271	87146137	87146271	87136472	87136788
A3SS	ENSBTAG00000002561	CCDC120	chrX	+	87150361	87152941	87151767	87152941	87149106	87149205
A3SS	ENSBTAG00000017771	EPN2	chr19	-	34126186	34126364	34126186	34126361	34127035	34127128
A3SS	ENSBTAG00000017771	EPN2	chr19	-	34126186	34126364	34126186	34126361	34128427	34128540
A3SS	ENSBTAG00000003017	TTC38	chr5	+	116604988	116605169	116605009	116605169	116603800	116603966
A3SS	ENSBTAG00000019220	SMARCA4	chr7	+	15512853	15512996	15512862	15512996	15512624	15512757
A3SS	ENSBTAG00000002981	PIMREG	chr19	-	25412104	25413168	25412104	25412743	25413786	25413882
A3SS	ENSBTAG00000012007	SOCS2	chr5	+	23368095	23368401	23368215	23368401	23367711	23367743
A3SS	ENSBTAG00000016644	LVRN	chr10	+	4928047	4929057	4928764	4929057	4917167	4917305
A3SS	ENSBTAG00000045828	PTBP1	chr7	+	43376037	43376436	43376219	43376436	43374369	43374518
A3SS	ENSBTAG00000045828	PTBP1	chr7	+	43376037	43376436	43376219	43376436	43375613	43375647
A3SS	ENSBTAG00000015381	ARHGAP18	chr9	-	67754859	67756052	67754859	67755000	67760276	67760359
A3SS	ENSBTAG00000012070	INTS2	chr19	+	11222889	11223600	11223492	11223600	11220455	11220654
A3SS	ENSBTAG00000012070	INTS2	chr19	+	11223492	11225672	11225350	11225672	11222889	11223141
A3SS	ENSBTAG00000001874	DOCK3	chr22	-	49422106	49422200	49422106	49422182	49424563	49424711
A3SS	ENSBTAG00000000595	FBN3	chr7	-	16792167	16792398	16792167	16792284	16793112	16793238
A3SS	ENSBTAG00000000595	FBN3	chr7	-	16802650	16802791	16802650	16802767	16803112	16803238
A3SS	ENSBTAG00000000595	FBN3	chr7	-	16831797	16831935	16831797	16831931	16832053	16832173
A3SS	ENSBTAG00000015209	MXD4	chr6	+	116382082	116383571	116382413	116383571	116380884	116380999
A3SS	ENSBTAG00000001847	CNTLN	chr8	-	27134350	27134530	27134350	27134521	27135135	27135270
A3SS	ENSBTAG00000010322	HYOU1	chr15	-	29632818	29632872	29632818	29632869	29633145	29633193
A3SS	ENSBTAG00000008926	FUBP1	chr3	+	66716856	66716909	66716859	66716909	66716363	66716403
A3SS	ENSBTAG00000011784	FGR	chr2	+	125697513	125697746	125697516	125697746	125688546	125688847
A3SS	ENSBTAG00000011784	FGR	chr2	+	125697513	125697746	125697516	125697746	125696483	125696546
A3SS	ENSBTAG00000022294	FADS1	chr29	-	40244037	40246701	40244037	40246346	40246818	40246898
A3SS	ENSBTAG00000021978	PARVB	chr5	+	114852899	114852961	114852901	114852961	114845276	114845296
A3SS	ENSBTAG00000015721	RAVER1	chr7	-	14849507	14849644	14849507	14849605	14849719	14849813
A3SS	ENSBTAG00000000310	MFAP5	chr5	+	101197018	101197580	101197547	101197580	101194064	101194100
A3SS	ENSBTAG00000017194	ASPG	chr21	+	68640755	68641669	68641323	68641669	68640325	68640425
A3SS	ENSBTAG00000017211	SERINC4	chr21	-	55415751	55415927	55415751	55415905	55416510	55416583
A3SS	ENSBTAG00000018838	IQCA1L	chr4	-	113771782	113771905	113771782	113771887	113772329	113772414
A3SS	ENSBTAG00000008275	GREB1L	chr24	-	34680989	34681217	34680989	34681213	34682373	34682539
A3SS	ENSBTAG00000008275	GREB1L	chr24	-	34686598	34686806	34686598	34686803	34686925	34687087
A3SS	ENSBTAG00000008275	GREB1L	chr24	-	34689309	34689449	34689309	34689446	34689942	34690098
A3SS	ENSBTAG00000008275	GREB1L	chr24	-	34727442	34727640	34727442	34727634	34730251	34730386
A3SS	ENSBTAG00000008275	GREB1L	chr24	-	34738537	34738675	34738537	34738654	34739706	34739826
A3SS	ENSBTAG00000052906	ZNF8	chr18	+	65605527	65606681	65606585	65606681	65600903	65600969
A3SS	ENSBTAG00000015376	FBXW11	chr20	-	3767650	3768597	3767650	3767752	3800659	3800821
A3SS	ENSBTAG00000015376	FBXW11	chr20	-	3767650	3768597	3767650	3767752	3809372	3809572
A3SS	ENSBTAG00000012449	AFF3	chr11	-	4758855	4758896	4758855	4758893	4794408	4794460
A3SS	ENSBTAG00000050891	NA	chr16	-	55234389	55234805	55234389	55234595	55234989	55235094
A3SS	ENSBTAG00000030567	ODF2	chr11	+	99038859	99039013	99038896	99039013	99037955	99038046
A3SS	ENSBTAG00000020747	ASS1	chr11	+	100798468	100798632	100798541	100798632	100793216	100793287
A3SS	ENSBTAG00000008399	ATRIP	chr22	-	51411234	51411406	51411234	51411392	51413340	51413459
A3SS	ENSBTAG00000030369	IFFO1	chr5	+	103865001	103865097	103865004	103865097	103862963	103863104
A3SS	ENSBTAG00000030369	IFFO1	chr5	+	103865001	103865097	103865004	103865097	103863324	103863333
A3SS	ENSBTAG00000030369	IFFO1	chr5	+	103865001	103865097	103865004	103865097	103864337	103864492
A3SS	ENSBTAG00000030369	IFFO1	chr5	+	103865001	103865097	103865004	103865097	103864595	103864716
A3SS	ENSBTAG00000013725	RBSN	chr22	+	57199299	57200607	57199509	57200607	57198556	57198661
A3SS	ENSBTAG00000018169	ITGB4	chr19	-	55842934	55843171	55842934	55843169	55845428	55845560
A3SS	ENSBTAG00000003242	ACAD9	chr22	+	58929251	58929352	58929273	58929352	58928343	58928444
A3SS	ENSBTAG00000005448	NA	chr25	+	34563338	34563403	34563343	34563403	34562864	34563020
A3SS	ENSBTAG00000005448	NA	chr25	+	34567753	34567889	34567755	34567889	34566410	34566548
A3SS	ENSBTAG00000005448	NA	chr25	+	34567753	34567889	34567755	34567889	34566410	34566550
A3SS	ENSBTAG00000005448	NA	chr25	+	34571562	34571692	34571600	34571692	34569423	34569544
A3SS	ENSBTAG00000054628	PMEPA1	chr13	+	58539516	58542578	58540049	58542578	58536305	58536460
A3SS	ENSBTAG00000050083	NA	chr19	+	33893523	33894127	33893873	33894127	33891257	33891565
A3SS	ENSBTAG00000017738	EMID1	chr17	+	68543507	68543651	68543560	68543651	68537304	68537349
A3SS	ENSBTAG00000017738	EMID1	chr17	+	68543507	68543651	68543560	68543651	68542637	68542722
A3SS	ENSBTAG00000018160	LAMA1	chr24	-	39951774	39951935	39951774	39951924	39952783	39953006
A3SS	ENSBTAG00000018160	LAMA1	chr24	-	39954575	39954709	39954575	39954705	39956221	39956375
A3SS	ENSBTAG00000018160	LAMA1	chr24	-	39983440	39983604	39983440	39983597	39983710	39983827
A3SS	ENSBTAG00000018160	LAMA1	chr24	-	39993494	39993581	39993494	39993575	39996332	39996454
A3SS	ENSBTAG00000018160	LAMA1	chr24	-	40024290	40024451	40024290	40024439	40026517	40026623
A3SS	ENSBTAG00000010362	NOSTRIN	chr2	-	27274066	27274181	27274066	27274178	27275093	27275219
A3SS	ENSBTAG00000010362	NOSTRIN	chr2	-	27274066	27274181	27274066	27274178	27278329	27278418
A3SS	ENSBTAG00000009624	SGSM3	chr5	+	111732041	111732127	111732045	111732127	111731435	111731547
A3SS	ENSBTAG00000014750	EPB41L4A	chr10	+	1769936	1770090	1769976	1770090	1768921	1769005
A3SS	ENSBTAG00000011543	PDCD1	chr3	-	120837822	120839639	120837822	120839436	120840247	120840409
A3SS	ENSBTAG00000011543	PDCD1	chr3	-	120837822	120840409	120837822	120839639	120840741	120841101
A3SS	ENSBTAG00000010221	CCDC93	chr2	-	69619753	69619840	69619753	69619838	69620694	69620745
A3SS	ENSBTAG00000010073	FLOT2	chr19	-	20255554	20256737	20255554	20255678	20262766	20262848
A3SS	ENSBTAG00000021723	EME1	chr19	-	36300559	36300699	36300559	36300675	36300904	36301031
A3SS	ENSBTAG00000010694	BICC1	chr28	+	14286165	14286325	14286168	14286325	14273667	14273824
A3SS	ENSBTAG00000022244	ACTN3	chr29	+	44595641	44595707	44595644	44595707	44595398	44595545
A3SS	ENSBTAG00000051315	NA	chrNKLS02002122.1	-	10610	10784	10610	10697	11356	11522
A3SS	ENSBTAG00000020515	FAM160A2	chr15	+	46813727	46814824	46814185	46814824	46801427	46801612
A3SS	ENSBTAG00000005736	ADGRF3	chr11	+	73212177	73212374	73212313	73212374	73210557	73210641
A3SS	ENSBTAG00000001920	POLQ	chr1	-	65945294	65945410	65945294	65945383	65947745	65947899
A3SS	ENSBTAG00000001920	POLQ	chr1	-	66035630	66035850	66035630	66035846	66041057	66041166
A3SS	ENSBTAG00000005039	ARAF	chrX	+	85926983	85927102	85927000	85927102	85926449	85926496
A3SS	ENSBTAG00000009736	CDC42BPG	chr29	-	43062166	43064068	43062166	43062264	43064950	43065167
A3SS	ENSBTAG00000009736	CDC42BPG	chr29	-	43066972	43067215	43066972	43067032	43067302	43067355
A3SS	ENSBTAG00000011495	DIP2A	chr1	+	146183172	146183511	146183417	146183511	146182633	146182736
A3SS	ENSBTAG00000013407	PLXNB1	chr22	+	51443386	51443493	51443395	51443493	51443131	51443260
A3SS	ENSBTAG00000013407	PLXNB1	chr22	+	51445183	51445909	51445228	51445909	51444682	51444791
A3SS	ENSBTAG00000013407	PLXNB1	chr22	+	51453682	51453844	51453695	51453844	51453440	51453617
A3SS	ENSBTAG00000013407	PLXNB1	chr22	+	51457078	51457166	51457081	51457166	51456895	51456999
A3SS	ENSBTAG00000013407	PLXNB1	chr22	+	51460553	51460706	51460600	51460706	51457972	51458120
A3SS	ENSBTAG00000013407	PLXNB1	chr22	+	51463317	51463440	51463335	51463440	51461674	51461749
A3SS	ENSBTAG00000005958	PTK2B	chr8	+	74552009	74552090	74552043	74552090	74548747	74548894
A3SS	ENSBTAG00000022155	FSTL1	chr1	-	65151720	65151884	65151720	65151851	65153143	65153176
A3SS	ENSBTAG00000007796	POLM	chr4	+	77235849	77236248	77236164	77236248	77235643	77235746
A3SS	ENSBTAG00000016762	SLC25A12	chr2	+	24658050	24658193	24658058	24658193	24638441	24638489
A3SS	ENSBTAG00000007618	NA	chr23	+	25900380	25900483	25900404	25900483	25899577	25899798
A3SS	ENSBTAG00000000920	DNAH17	chr19	+	53699829	53699919	53699838	53699919	53699575	53699728
A3SS	ENSBTAG00000000920	DNAH17	chr19	+	53726283	53726370	53726289	53726370	53726066	53726183
A3SS	ENSBTAG00000000920	DNAH17	chr19	+	53726820	53726944	53726850	53726944	53726283	53726396
A3SS	ENSBTAG00000000920	DNAH17	chr19	+	53749882	53750056	53749889	53750056	53749515	53749798
A3SS	ENSBTAG00000000920	DNAH17	chr19	+	53778135	53778294	53778166	53778294	53776964	53777113
A3SS	ENSBTAG00000000920	DNAH17	chr19	+	53779818	53780064	53779836	53780064	53778166	53778294
A3SS	ENSBTAG00000000920	DNAH17	chr19	+	53785584	53785851	53785668	53785851	53784861	53785044
A3SS	ENSBTAG00000009251	SZRD1	chr2	-	135741054	135741309	135741054	135741306	135742856	135742906
A3SS	ENSBTAG00000009554	EHBP1L1	chr29	+	43763497	43765496	43765313	43765496	43762990	43763059
A3SS	ENSBTAG00000009554	EHBP1L1	chr29	+	43763497	43765496	43765313	43765496	43763163	43763204
A3SS	ENSBTAG00000015450	CPEB3	chr26	-	13655231	13655399	13655231	13655372	13667827	13667851
A3SS	ENSBTAG00000015450	CPEB3	chr26	-	13655231	13655399	13655231	13655372	13686040	13686097
A3SS	ENSBTAG00000015450	CPEB3	chr26	-	13655231	13655399	13655231	13655372	13693260	13693351
A3SS	ENSBTAG00000020154	DEDD	chr3	+	8371139	8371247	8371157	8371247	8370550	8370939
A3SS	ENSBTAG00000055050	TPO	chr8	-	112197184	112197328	112197184	112197244	112197824	112198033
A3SS	ENSBTAG00000023795	VAC14	chr18	+	1478348	1478523	1478352	1478523	1454166	1454299
A3SS	ENSBTAG00000014399	QSER1	chr15	+	63593537	63597230	63594514	63597230	63589938	63590618
A3SS	ENSBTAG00000014399	QSER1	chr15	+	63612833	63613162	63612839	63613162	63593537	63597230
A3SS	ENSBTAG00000016077	ZNF317	chr7	+	13619437	13619536	13619440	13619536	13618860	13618987
A3SS	ENSBTAG00000018546	LRBA	chr17	+	6973583	6973756	6973591	6973756	6971570	6972626
A3SS	ENSBTAG00000018546	LRBA	chr17	+	6987768	6988216	6987774	6988216	6983346	6983476
A3SS	ENSBTAG00000018546	LRBA	chr17	+	6987768	6988216	6987774	6988216	6983346	6983503
A3SS	ENSBTAG00000018546	LRBA	chr17	+	7232009	7232156	7232015	7232156	7224068	7224193
A3SS	ENSBTAG00000018546	LRBA	chr17	+	7507102	7507295	7507117	7507295	7471789	7471957
A3SS	ENSBTAG00000018546	LRBA	chr17	+	7507102	7507295	7507117	7507295	7502034	7502124
A3SS	ENSBTAG00000015950	ISOC2	chr18	+	62058189	62060249	62059839	62060249	62057508	62057718
A3SS	ENSBTAG00000015950	ISOC2	chr18	+	62058189	62060249	62059839	62060249	62057978	62058049
A3SS	ENSBTAG00000008202	PRKCSH	chr7	+	15824350	15824468	15824368	15824468	15824200	15824275
A3SS	ENSBTAG00000031362	NXPE2	chr15	+	25187506	25187722	25187510	25187722	25184991	25185053
A3SS	ENSBTAG00000003051	FER	chr7	+	108056353	108056560	108056356	108056560	108044830	108044920
A3SS	ENSBTAG00000003955	MYO7A	chr15	+	56611781	56611952	56611784	56611952	56601836	56602064
A3SS	ENSBTAG00000003955	MYO7A	chr15	+	56618495	56618620	56618528	56618620	56617608	56617796
