Category	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
A5SS	ENSBTAG00000001821	PRRC2C	chr16	+	39072832	39072955	39072832	39072940	39074787	39074891
A5SS	ENSBTAG00000002430	COL17A1	chr26	-	24598802	24598889	24598829	24598889	24598128	24598161
A5SS	ENSBTAG00000015022	KIF2A	chr20	-	17045982	17046105	17046039	17046105	17045320	17045421
A5SS	ENSBTAG00000007210	RBFOX1	chr25	+	6572695	6572828	6572695	6572817	6595548	6595613
A5SS	ENSBTAG00000001848	KATNB1	chr18	+	25714830	25714946	25714830	25714931	25716008	25716092
A5SS	ENSBTAG00000000406	GPATCH4	chr3	+	14232917	14234036	14232917	14232997	14236161	14236298
A5SS	ENSBTAG00000012677	ARHGAP12	chr13	+	33421065	33421272	33421065	33421267	33438631	33438667
A5SS	ENSBTAG00000012677	ARHGAP12	chr13	+	33421065	33421272	33421065	33421267	33440669	33441433
A5SS	ENSBTAG00000012677	ARHGAP12	chr13	+	33421065	33421272	33421065	33421267	33481623	33481887
A5SS	ENSBTAG00000012677	ARHGAP12	chr13	+	33421065	33421272	33421065	33421267	33489734	33489815
A5SS	ENSBTAG00000004173	UBXN8	chr27	+	26866818	26867781	26866818	26867338	26872160	26872283
A5SS	ENSBTAG00000001396	ADAMTS7	chr21	+	30319202	30319370	30319202	30319361	30320484	30320679
A5SS	ENSBTAG00000001396	ADAMTS7	chr21	+	30365329	30365503	30365329	30365481	30365588	30365735
A5SS	ENSBTAG00000001396	ADAMTS7	chr21	+	30366744	30366913	30366744	30366907	30369216	30369368
A5SS	ENSBTAG00000026796	NA	chr15	+	51510993	51511749	51510993	51511356	51512864	51514671
A5SS	ENSBTAG00000005564	PIAS1	chr10	+	15026430	15026605	15026430	15026573	15029205	15029499
A5SS	ENSBTAG00000053918	SPCS1	chr22	-	48156507	48157947	48156740	48157947	48156113	48156173
A5SS	ENSBTAG00000016243	RBL2	chr18	+	21813347	21813553	21813347	21813412	21818330	21818491
A5SS	ENSBTAG00000013023	MAP4K4	chr11	+	6608321	6608428	6608321	6608419	6610322	6610498
A5SS	ENSBTAG00000008419	PDE2A	chr15	-	52140734	52140976	52140936	52140976	52139922	52139995
A5SS	ENSBTAG00000014090	ARID5A	chr11	+	2566921	2567380	2566921	2567019	2567756	2569332
A5SS	ENSBTAG00000007916	FOXJ1	chr19	+	55541079	55542409	55541079	55541222	55544094	55545858
A5SS	ENSBTAG00000023652	PROS1	chr1	-	38250726	38250912	38250754	38250912	38242242	38242329
A5SS	ENSBTAG00000013651	DNAJB12	chr28	-	28369709	28369861	28369763	28369861	28368605	28368635
A5SS	ENSBTAG00000017490	PLD1	chr1	+	95870055	95870210	95870055	95870169	95886210	95886345
A5SS	ENSBTAG00000014554	SNAI1	chr13	+	78036326	78037857	78036326	78036614	78041563	78042585
A5SS	ENSBTAG00000023607	HACD2	chr1	-	67949376	67949498	67949380	67949498	67894326	67894415
A5SS	ENSBTAG00000023607	HACD2	chr1	-	67949376	67949498	67949380	67949498	67938759	67938778
A5SS	ENSBTAG00000009806	INVS	chr8	+	65260596	65261314	65260596	65260707	65268699	65268929
A5SS	ENSBTAG00000009855	FAN1	chr21	+	27412383	27414589	27412383	27412571	27416811	27416952
A5SS	ENSBTAG00000005997	NA	chr4	+	32898975	32899153	32898975	32899147	32913659	32913870
A5SS	ENSBTAG00000005997	NA	chr4	+	32914305	32914477	32914305	32914462	32922706	32922831
A5SS	ENSBTAG00000005997	NA	chr4	+	32944797	32944987	32944797	32944948	32951211	32951309
A5SS	ENSBTAG00000005997	NA	chr4	+	32967635	32967792	32967635	32967781	32968282	32968473
A5SS	ENSBTAG00000005997	NA	chr4	+	32967635	32967796	32967635	32967781	32968282	32968473
A5SS	ENSBTAG00000005997	NA	chr4	+	32967635	32967796	32967635	32967792	32968282	32968473
A5SS	ENSBTAG00000011258	ACOT9	chrX	+	119481982	119482153	119481982	119482148	119482391	119482429
A5SS	ENSBTAG00000011088	SLC6A6	chr22	-	57854882	57855557	57855519	57855557	57820394	57820529
A5SS	ENSBTAG00000011088	SLC6A6	chr22	-	57854882	57855557	57855519	57855557	57822431	57822677
A5SS	ENSBTAG00000004361	ZBTB37	chr16	+	55238447	55239305	55238447	55238575	55240322	55241279
A5SS	ENSBTAG00000012178	NR1D1	chr19	-	40393396	40394107	40393765	40394107	40393153	40393298
A5SS	ENSBTAG00000052083	METTL21A	chr2	-	95918362	95919009	95918604	95919009	95917767	95917946
A5SS	ENSBTAG00000005615	CEACAM1	chr18	+	50833288	50833418	50833288	50833397	50834132	50834185
A5SS	ENSBTAG00000005615	CEACAM1	chr18	+	50833288	50833418	50833288	50833397	50834851	50834883
A5SS	ENSBTAG00000034206	EMCN	chr6	+	24253120	24253240	24253120	24253207	24269216	24269294
A5SS	ENSBTAG00000011509	SERAC1	chr9	-	94714563	94714692	94714572	94714692	94702077	94702196
A5SS	ENSBTAG00000015692	HSPA4L	chr17	-	29844822	29845022	29844825	29845022	29838511	29838649
A5SS	ENSBTAG00000015692	HSPA4L	chr17	-	29862041	29862103	29862045	29862103	29859597	29859734
A5SS	ENSBTAG00000004969	LRRC14	chr14	-	427673	428272	428146	428272	426235	426589
A5SS	ENSBTAG00000011434	NPR2	chr8	+	59956218	59957640	59956218	59957421	59958496	59958702
A5SS	ENSBTAG00000014598	BPTF	chr19	-	49029546	49029670	49029627	49029670	49026411	49026658
A5SS	ENSBTAG00000016313	ECH1	chr18	-	48547153	48547202	48547159	48547202	48546951	48547016
A5SS	ENSBTAG00000016313	ECH1	chr18	-	48553195	48553456	48553254	48553456	48547286	48547411
A5SS	ENSBTAG00000009974	TSNARE1	chr14	+	1944635	1946103	1944635	1944785	1950784	1950862
A5SS	ENSBTAG00000017253	MECR	chr2	+	124361820	124363289	124361820	124361923	124366120	124366181
A5SS	ENSBTAG00000017368	YBX1	chr3	-	103538547	103538611	103538583	103538611	103528668	103528702
A5SS	ENSBTAG00000020869	DDC	chr4	+	5378584	5378765	5378584	5378728	5396321	5396416
A5SS	ENSBTAG00000008493	AQP3	chr8	-	75197087	75197316	75197189	75197316	75196230	75196349
A5SS	ENSBTAG00000052119	NA	chr11	-	24159287	24159530	24159487	24159530	24119298	24119382
A5SS	ENSBTAG00000021058	DDX42	chr19	+	48050708	48050770	48050708	48050765	48052935	48053085
A5SS	ENSBTAG00000021058	DDX42	chr19	+	48067723	48068141	48067723	48068063	48068228	48068327
A5SS	ENSBTAG00000021700	MADD	chr15	+	77161814	77161898	77161814	77161886	77162244	77162403
A5SS	ENSBTAG00000003460	TCEA1	chr14	-	21968632	21968698	21968641	21968698	21967514	21967672
A5SS	ENSBTAG00000051604	NA	chrX	+	92361435	92361530	92361435	92361504	92364010	92364090
A5SS	ENSBTAG00000018680	NA	chr11	-	72012127	72012370	72012132	72012370	72007676	72007746
A5SS	ENSBTAG00000018680	NA	chr11	-	72012072	72012370	72012132	72012370	72010269	72010356
A5SS	ENSBTAG00000050783	SNTG2	chr8	-	112290867	112290945	112290887	112290945	112281136	112281178
A5SS	ENSBTAG00000050783	SNTG2	chr8	-	112290867	112290945	112290891	112290945	112281136	112281178
A5SS	ENSBTAG00000050783	SNTG2	chr8	-	112290887	112290945	112290891	112290945	112281136	112281178
A5SS	ENSBTAG00000021286	SLC37A1	chr1	+	142832210	142832418	142832210	142832412	142845201	142845282
A5SS	ENSBTAG00000009426	EZH2	chr4	-	112039037	112039216	112039052	112039216	112034222	112034314
A5SS	ENSBTAG00000001415	THOC6	chr25	+	2442629	2442900	2442629	2442733	2442982	2443031
A5SS	ENSBTAG00000001415	THOC6	chr25	+	2443305	2443542	2443305	2443408	2443632	2443695
A5SS	ENSBTAG00000019967	RASA3	chr12	-	86927989	86928093	86927994	86928093	86927020	86927136
A5SS	ENSBTAG00000008098	DCLK2	chr17	-	7630199	7630319	7630217	7630319	7625064	7625159
A5SS	ENSBTAG00000014721	MUC4	chr1	-	70497393	70497484	70497408	70497484	70496809	70496977
A5SS	ENSBTAG00000010737	CDK11B	chr16	+	50988300	50988428	50988300	50988398	50989450	50989589
A5SS	ENSBTAG00000010737	CDK11B	chr16	+	50986104	50987137	50986104	50986228	50997622	50997759
A5SS	ENSBTAG00000010737	CDK11B	chr16	+	50988300	50988428	50988300	50988398	50997622	50997759
A5SS	ENSBTAG00000010737	CDK11B	chr16	+	50988300	50988428	50988300	50988398	50998122	50998245
A5SS	ENSBTAG00000010138	SEMA3B	chr22	-	50092760	50093377	50093291	50093377	50090153	50090311
A5SS	ENSBTAG00000010138	SEMA3B	chr22	-	50092760	50093377	50093291	50093377	50091483	50091557
A5SS	ENSBTAG00000013537	FER1L6	chr14	-	15888321	15888497	15888336	15888497	15885871	15886014
A5SS	ENSBTAG00000013537	FER1L6	chr14	-	15913276	15913457	15913297	15913457	15911627	15911854
A5SS	ENSBTAG00000052816	MPP4	chr2	-	90219321	90219440	90219375	90219440	90209485	90209527
A5SS	ENSBTAG00000016578	HNRNPR	chr2	+	129530127	129530249	129530127	129530242	129530374	129530979
A5SS	ENSBTAG00000013290	DYSF	chr11	-	12981309	12981480	12981339	12981480	12978823	12978853
A5SS	ENSBTAG00000013290	DYSF	chr11	-	13059384	13059442	13059391	13059442	13056844	13056960
A5SS	ENSBTAG00000006489	MYO5A	chr10	+	58015822	58016065	58015822	58016050	58020746	58020847
A5SS	ENSBTAG00000013212	COPG1	chr22	+	59134933	59135026	59134933	59135008	59135380	59135467
A5SS	ENSBTAG00000013212	COPG1	chr22	+	59136540	59136721	59136540	59136674	59137247	59137436
A5SS	ENSBTAG00000008997	ENG	chr11	-	98498540	98498642	98498542	98498642	98497639	98498414
A5SS	ENSBTAG00000013176	SMOC2	chr9	+	102704913	102705034	102704913	102705013	102721500	102721551
A5SS	ENSBTAG00000014064	FGFR2	chr26	-	41483890	41484093	41483896	41484093	41474184	41474336
A5SS	ENSBTAG00000004238	TACC1	chr27	+	33981054	33981262	33981054	33981175	33983676	33983729
A5SS	ENSBTAG00000004238	TACC1	chr27	+	33981054	33981262	33981054	33981175	33995051	33995177
A5SS	ENSBTAG00000005814	PSME2	chr10	+	21005914	21005945	21005914	21005944	21006031	21006129
A5SS	ENSBTAG00000014880	NA	chr1	-	144231924	144233246	144233205	144233246	144230591	144230873
A5SS	ENSBTAG00000001283	RIC1	chr8	-	39005094	39005240	39005097	39005240	39004662	39004796
A5SS	ENSBTAG00000001283	RIC1	chr8	-	39005094	39005240	39005097	39005240	39004662	39004799
A5SS	ENSBTAG00000001283	RIC1	chr8	-	39090977	39091202	39091058	39091202	39028360	39028440
A5SS	ENSBTAG00000049122	COL6A5	chr1	-	151853023	151853093	151853026	151853093	151842297	151842785
A5SS	ENSBTAG00000018236	EPB41L5	chr2	+	71820981	71821098	71820981	71821088	71828763	71828806
A5SS	ENSBTAG00000000854	SEC16B	chr16	-	59324015	59324168	59324033	59324168	59323768	59323867
A5SS	ENSBTAG00000019639	SNX16	chr14	+	80765245	80765720	80765245	80765493	80775510	80775597
A5SS	ENSBTAG00000000103	MRPL23	chr29	-	49546760	49547572	49547368	49547572	49546542	49546625
A5SS	ENSBTAG00000020436	KIF27	chr8	-	77175676	77176341	77176171	77176341	77159379	77159580
A5SS	ENSBTAG00000020436	KIF27	chr8	-	77175676	77176341	77176171	77176341	77168619	77169004
A5SS	ENSBTAG00000006031	ADGRV1	chr7	+	90176703	90176880	90176703	90176871	90179021	90179245
A5SS	ENSBTAG00000006031	ADGRV1	chr7	+	90186201	90186382	90186201	90186376	90187291	90187455
A5SS	ENSBTAG00000006031	ADGRV1	chr7	+	90272885	90273066	90272885	90273061	90273859	90273998
A5SS	ENSBTAG00000006031	ADGRV1	chr7	+	90273859	90273998	90273859	90273982	90276330	90276509
A5SS	ENSBTAG00000051665	NA	chr2	+	120051041	120051158	120051041	120051152	120051268	120051384
A5SS	ENSBTAG00000012736	PTRH1	chr11	-	98394158	98394953	98394733	98394953	98393583	98394016
A5SS	ENSBTAG00000009042	ATXN7L2	chr3	-	33962468	33963021	33962955	33963021	33961841	33962052
A5SS	ENSBTAG00000014246	CENPH	chr20	-	10498727	10498832	10498776	10498832	10492094	10492169
A5SS	ENSBTAG00000015457	FGFR1	chr27	-	33553768	33553971	33553774	33553971	33552811	33552957
A5SS	ENSBTAG00000004204	GPR107	chr11	+	100423795	100423946	100423795	100423935	100425523	100425561
A5SS	ENSBTAG00000030499	NA	chr7	-	52611681	52611829	52611702	52611829	52610942	52611105
A5SS	ENSBTAG00000000988	BRCA2	chr12	-	28658633	28659046	28658996	28659046	28654861	28655968
A5SS	ENSBTAG00000004716	RETN	chr7	+	16513449	16514006	16513449	16513577	16514305	16514562
A5SS	ENSBTAG00000054134	NA	chrNKLS02002208.1	+	5295488	5295650	5295488	5295641	5296317	5296469
A5SS	ENSBTAG00000018669	PLB1	chr11	-	71208591	71208822	71208648	71208822	71201340	71201425
A5SS	ENSBTAG00000005259	UCP3	chr15	-	53446051	53446949	53446729	53446949	53445598	53445799
A5SS	ENSBTAG00000016250	AKTIP	chr18	-	21850125	21850388	21850299	21850388	21849925	21850033
A5SS	ENSBTAG00000005672	CDH22	chr13	-	74908916	74909276	74909154	74909276	74901522	74901774
A5SS	ENSBTAG00000019864	MAPK15	chr14	-	1045047	1045150	1045051	1045150	1044766	1044796
A5SS	ENSBTAG00000033662	NCKAP1	chr2	+	13568738	13568852	13568738	13568831	13569766	13569909
A5SS	ENSBTAG00000033662	NCKAP1	chr2	+	13581397	13581454	13581397	13581445	13584087	13584184
A5SS	ENSBTAG00000033662	NCKAP1	chr2	+	13617671	13617769	13617671	13617765	13622025	13622147
A5SS	ENSBTAG00000033662	NCKAP1	chr2	+	13617671	13617769	13617671	13617765	13622035	13622147
A5SS	ENSBTAG00000012342	LIMA1	chr5	+	29715819	29715883	29715819	29715877	29717435	29717545
A5SS	ENSBTAG00000016276	HAL	chr5	-	60298300	60298494	60298405	60298494	60297608	60297683
A5SS	ENSBTAG00000005980	RREB1	chr23	-	48105547	48106474	48106351	48106474	48101247	48101337
A5SS	ENSBTAG00000015381	ARHGAP18	chr9	-	67754859	67756052	67755845	67756052	67742468	67742593
A5SS	ENSBTAG00000007462	ASTE1	chr1	+	138839741	138841064	138839741	138839902	138848037	138848248
A5SS	ENSBTAG00000001874	DOCK3	chr22	-	49437199	49437294	49437203	49437294	49435204	49435280
A5SS	ENSBTAG00000001874	DOCK3	chr22	-	49484937	49485013	49484949	49485013	49478989	49479115
A5SS	ENSBTAG00000001945	ARG2	chr10	+	79498979	79500081	79498979	79499533	79501019	79501092
A5SS	ENSBTAG00000000595	FBN3	chr7	-	16784719	16784891	16784728	16784891	16782096	16782429
A5SS	ENSBTAG00000000595	FBN3	chr7	-	16784719	16784891	16784740	16784891	16782096	16782429
A5SS	ENSBTAG00000000595	FBN3	chr7	-	16784728	16784891	16784740	16784891	16782096	16782429
A5SS	ENSBTAG00000000595	FBN3	chr7	-	16798202	16798355	16798208	16798355	16797973	16798039
A5SS	ENSBTAG00000000595	FBN3	chr7	-	16811008	16811158	16811011	16811158	16807789	16807861
A5SS	ENSBTAG00000000595	FBN3	chr7	-	16832053	16832173	16832061	16832173	16831797	16831931
A5SS	ENSBTAG00000000595	FBN3	chr7	-	16833586	16833790	16833664	16833790	16832053	16832173
A5SS	ENSBTAG00000000595	FBN3	chr7	-	16833664	16833790	16833670	16833790	16833447	16833573
A5SS	ENSBTAG00000000595	FBN3	chr7	-	16849146	16849275	16849176	16849275	16848897	16848993
A5SS	ENSBTAG00000000595	FBN3	chr7	-	16849146	16849275	16849182	16849275	16848897	16848993
A5SS	ENSBTAG00000000595	FBN3	chr7	-	16849176	16849275	16849182	16849275	16848897	16848993
A5SS	ENSBTAG00000004131	RAP2C	chrX	-	16086877	16087703	16087160	16087703	16084085	16084404
A5SS	ENSBTAG00000020116	JSP.1	chr23	-	28664843	28664951	28664851	28664951	28664386	28664419
A5SS	ENSBTAG00000050297	NA	chr3	+	80327485	80328158	80327485	80327655	80331338	80331426
A5SS	ENSBTAG00000050297	NA	chr3	+	80327485	80328158	80327485	80327655	80346207	80347232
A5SS	ENSBTAG00000008926	FUBP1	chr3	+	66715371	66715414	66715371	66715410	66716363	66716403
A5SS	ENSBTAG00000015721	RAVER1	chr7	-	14849507	14849813	14849719	14849813	14848711	14848786
A5SS	ENSBTAG00000010252	ZNF397	chr24	-	21783399	21783972	21783477	21783972	21783067	21783209
A5SS	ENSBTAG00000000310	MFAP5	chr5	+	101197018	101197580	101197018	101197063	101197979	101198015
A5SS	ENSBTAG00000000310	MFAP5	chr5	+	101197018	101197580	101197018	101197063	101200494	101200582
A5SS	ENSBTAG00000000310	MFAP5	chr5	+	101197018	101197580	101197018	101197063	101203275	101203715
A5SS	ENSBTAG00000019648	RACK1	chr7	-	40374236	40374408	40374360	40374408	40373551	40373699
A5SS	ENSBTAG00000050709	NA	chrX	+	45513388	45513539	45513388	45513494	45516135	45516238
A5SS	ENSBTAG00000012113	HCCS	chrNKLS02002210.1	-	295179	296075	295908	296075	292669	292821
A5SS	ENSBTAG00000017211	SERINC4	chr21	-	55419914	55420016	55419941	55420016	55419258	55419435
A5SS	ENSBTAG00000021303	RSAD1	chr19	-	36239011	36239455	36239321	36239455	36230417	36230865
A5SS	ENSBTAG00000021303	RSAD1	chr19	-	36239011	36239455	36239321	36239455	36234092	36234196
A5SS	ENSBTAG00000021303	RSAD1	chr19	-	36239011	36239455	36239321	36239455	36236161	36236527
A5SS	ENSBTAG00000015732	PSMC6	chr10	-	11484887	11484947	11484907	11484947	11481643	11481711
A5SS	ENSBTAG00000001736	UBN1	chr25	+	3924741	3925180	3924741	3925031	3932003	3932074
A5SS	ENSBTAG00000008275	GREB1L	chr24	-	34682373	34682539	34682390	34682539	34680989	34681213
A5SS	ENSBTAG00000008275	GREB1L	chr24	-	34692582	34692691	34692588	34692691	34689942	34690098
A5SS	ENSBTAG00000008275	GREB1L	chr24	-	34784696	34784853	34784768	34784853	34784288	34784486
A5SS	ENSBTAG00000004462	NPAS3	chr21	+	44282073	44282198	44282073	44282189	44284357	44285742
A5SS	ENSBTAG00000034222	CAB39L	chr12	-	19002181	19003107	19002886	19003107	18970331	18970472
A5SS	ENSBTAG00000021487	CIART	chr3	-	20359693	20360783	20360689	20360783	20359455	20359531
A5SS	ENSBTAG00000007427	PPRC1	chr26	+	22809449	22809551	22809449	22809542	22809664	22812572
A5SS	ENSBTAG00000030567	ODF2	chr11	+	99039224	99039350	99039224	99039293	99043670	99043841
A5SS	ENSBTAG00000002980	GPT2	chr18	+	15315871	15316921	15315871	15316424	15323992	15324082
A5SS	ENSBTAG00000005448	NA	chr25	+	34560770	34561017	34560770	34560902	34561127	34561219
A5SS	ENSBTAG00000005448	NA	chr25	+	34562864	34563020	34562864	34563015	34563338	34563403
A5SS	ENSBTAG00000005448	NA	chr25	+	34566410	34566550	34566410	34566548	34567753	34567889
A5SS	ENSBTAG00000005448	NA	chr25	+	34566410	34566550	34566410	34566548	34567755	34567889
A5SS	ENSBTAG00000018160	LAMA1	chr24	-	39952772	39953006	39952781	39953006	39951774	39951924
A5SS	ENSBTAG00000018160	LAMA1	chr24	-	39952772	39953006	39952783	39953006	39951774	39951924
A5SS	ENSBTAG00000018160	LAMA1	chr24	-	39952781	39953006	39952783	39953006	39951774	39951924
A5SS	ENSBTAG00000018160	LAMA1	chr24	-	39954575	39954709	39954587	39954709	39952783	39953006
A5SS	ENSBTAG00000018160	LAMA1	chr24	-	39960436	39960599	39960463	39960599	39959434	39959547
A5SS	ENSBTAG00000018160	LAMA1	chr24	-	39967186	39967421	39967216	39967421	39964127	39964298
A5SS	ENSBTAG00000018160	LAMA1	chr24	-	39992528	39992726	39992552	39992726	39984006	39984345
A5SS	ENSBTAG00000018160	LAMA1	chr24	-	40004615	40004858	40004621	40004858	40003478	40003622
A5SS	ENSBTAG00000018160	LAMA1	chr24	-	40011794	40012006	40011797	40012006	40007162	40007269
A5SS	ENSBTAG00000013362	DNM2	chr7	+	15273191	15273302	15273191	15273262	15280717	15280831
A5SS	ENSBTAG00000013362	DNM2	chr7	+	15275885	15275949	15275885	15275937	15280717	15280831
A5SS	ENSBTAG00000003644	HSPBP1	chr18	+	62195225	62196186	62195225	62195560	62198058	62198263
A5SS	ENSBTAG00000027629	NA	chr27	-	36573933	36574074	36574008	36574074	36573557	36573691
A5SS	ENSBTAG00000037786	NALCN	chr12	-	77568852	77568979	77568861	77568979	77566983	77567177
A5SS	ENSBTAG00000004452	IPO9	chr16	-	80618029	80619295	80619233	80619295	80615383	80615472
A5SS	ENSBTAG00000010001	RHOT1	chr19	-	17952957	17953011	17952973	17953011	17949029	17949138
A5SS	ENSBTAG00000003387	PIP5KL1	chr11	-	98596937	98597174	98596970	98597174	98595401	98595556
A5SS	ENSBTAG00000018272	RERE	chr16	+	45019757	45019986	45019757	45019920	45021324	45021524
A5SS	ENSBTAG00000020515	FAM160A2	chr15	+	46813727	46814824	46813727	46814056	46815176	46815335
A5SS	ENSBTAG00000051169	ERICH2	chr2	-	25693864	25694204	25694034	25694204	25662738	25662810
A5SS	ENSBTAG00000051169	ERICH2	chr2	-	25693864	25694204	25694034	25694204	25669199	25669257
A5SS	ENSBTAG00000051169	ERICH2	chr2	-	25693864	25694204	25694034	25694204	25673444	25673629
A5SS	ENSBTAG00000005736	ADGRF3	chr11	+	73210557	73210655	73210557	73210641	73212177	73212374
A5SS	ENSBTAG00000005736	ADGRF3	chr11	+	73213347	73213530	73213347	73213521	73213986	73214205
A5SS	ENSBTAG00000014731	GAPDH	chr5	-	103874294	103874824	103874614	103874824	103872407	103872507
A5SS	ENSBTAG00000001920	POLQ	chr1	-	66041057	66041166	66041065	66041166	66035630	66035846
A5SS	ENSBTAG00000002332	LSM5	chr4	+	64016129	64016253	64016129	64016225	64017126	64017199
A5SS	ENSBTAG00000009502	LUZP1	chr2	+	129759701	129762880	129759701	129762634	129764537	129764693
A5SS	ENSBTAG00000007096	GAS8	chr18	+	14772665	14773450	14772665	14772909	14773574	14773655
A5SS	ENSBTAG00000007096	GAS8	chr18	+	14772665	14773450	14772665	14772909	14778150	14778237
A5SS	ENSBTAG00000047181	NA	chr12	-	72074603	72074690	72074612	72074690	72065493	72065590
A5SS	ENSBTAG00000005039	ARAF	chrX	+	85923733	85923909	85923733	85923890	85924101	85924247
A5SS	ENSBTAG00000005039	ARAF	chrX	+	85926449	85926522	85926449	85926496	85927000	85927102
A5SS	ENSBTAG00000019870	SLC14A1	chr24	+	45455522	45455686	45455522	45455657	45462199	45462373
A5SS	ENSBTAG00000009736	CDC42BPG	chr29	-	43063285	43064068	43064005	43064068	43062166	43062264
A5SS	ENSBTAG00000020757	PCBP2	chr5	-	26555175	26555316	26555187	26555316	26554072	26554142
A5SS	ENSBTAG00000020757	PCBP2	chr5	-	26559693	26559786	26559717	26559786	26559014	26559047
A5SS	ENSBTAG00000013407	PLXNB1	chr22	+	51444682	51444791	51444682	51444779	51445183	51445909
A5SS	ENSBTAG00000013407	PLXNB1	chr22	+	51444682	51444853	51444682	51444791	51445230	51445838
A5SS	ENSBTAG00000013407	PLXNB1	chr22	+	51451321	51451508	51451321	51451493	51451647	51451890
A5SS	ENSBTAG00000013407	PLXNB1	chr22	+	51451321	51451517	51451321	51451493	51451647	51451890
A5SS	ENSBTAG00000013407	PLXNB1	chr22	+	51451321	51451517	51451321	51451508	51451647	51451890
A5SS	ENSBTAG00000013407	PLXNB1	chr22	+	51453440	51453617	51453440	51453571	51453682	51453844
A5SS	ENSBTAG00000013407	PLXNB1	chr22	+	51453695	51453844	51453695	51453838	51454309	51454413
A5SS	ENSBTAG00000013407	PLXNB1	chr22	+	51456438	51456607	51456438	51456603	51456895	51457081
A5SS	ENSBTAG00000001022	AMDHD2	chr25	+	2017314	2018569	2017314	2018355	2018649	2018789
A5SS	ENSBTAG00000001022	AMDHD2	chr25	+	2017314	2018569	2017314	2018355	2022399	2022612
A5SS	ENSBTAG00000005958	PTK2B	chr8	+	74527564	74527684	74527564	74527682	74528236	74528276
A5SS	ENSBTAG00000007796	POLM	chr4	+	77235849	77236248	77235849	77236086	77236479	77236566
A5SS	ENSBTAG00000022801	GABPB1	chr10	+	59939043	59939191	59939043	59939155	59939544	59939658
A5SS	ENSBTAG00000020196	ENPP3	chr9	+	69664744	69664927	69664744	69664923	69668557	69668712
A5SS	ENSBTAG00000004833	NIT2	chr1	+	44624227	44624367	44624227	44624348	44625776	44625865
A5SS	ENSBTAG00000004833	NIT2	chr1	+	44624227	44624367	44624227	44624348	44630240	44630334
A5SS	ENSBTAG00000004833	NIT2	chr1	+	44624227	44624367	44624227	44624348	44633725	44633824
A5SS	ENSBTAG00000004833	NIT2	chr1	+	44624227	44624367	44624227	44624348	44636674	44636730
A5SS	ENSBTAG00000008762	HECTD4	chr17	+	61947934	61948063	61947934	61948057	61950016	61950141
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53706838	53707104	53706838	53707089	53707730	53707911
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53716733	53716877	53716733	53716868	53718810	53718993
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53726283	53726399	53726283	53726396	53726850	53726944
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53729692	53729959	53729692	53729953	53731688	53731787
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53735920	53736046	53735920	53736040	53736221	53736329
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53736838	53736970	53736838	53736964	53737285	53737446
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53736838	53736976	53736838	53736964	53737285	53737446
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53736838	53736976	53736838	53736970	53737285	53737446
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53749515	53749805	53749515	53749798	53749889	53750056
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53752649	53752757	53752649	53752754	53753131	53753260
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53754492	53754654	53754492	53754630	53755165	53755330
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53762078	53762243	53762078	53762231	53763761	53763857
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53763994	53764212	53763994	53764206	53766646	53766860
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53776964	53777106	53776964	53776998	53778135	53778294
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53776964	53777113	53776964	53776998	53778135	53778294
A5SS	ENSBTAG00000000920	DNAH17	chr19	+	53776964	53777113	53776964	53777106	53778135	53778294
A5SS	ENSBTAG00000009554	EHBP1L1	chr29	+	43763163	43763326	43763163	43763204	43763497	43765496
A5SS	ENSBTAG00000009554	EHBP1L1	chr29	+	43763497	43765496	43763497	43763762	43765960	43766118
A5SS	ENSBTAG00000015450	CPEB3	chr26	-	13693191	13693351	13693260	13693351	13655231	13655399
A5SS	ENSBTAG00000015450	CPEB3	chr26	-	13693191	13693351	13693260	13693351	13686040	13686097
A5SS	ENSBTAG00000023795	VAC14	chr18	+	1454166	1454303	1454166	1454299	1478352	1478523
A5SS	ENSBTAG00000047953	NLRP2	chr18	-	62413565	62413736	62413586	62413736	62411944	62412115
A5SS	ENSBTAG00000014399	QSER1	chr15	+	63589938	63590618	63589938	63590051	63612833	63613162
A5SS	ENSBTAG00000014399	QSER1	chr15	+	63593537	63597230	63593537	63594172	63612833	63613162
A5SS	ENSBTAG00000016077	ZNF317	chr7	+	13617638	13617669	13617638	13617666	13618288	13618431
A5SS	ENSBTAG00000018546	LRBA	chr17	+	6971570	6972626	6971570	6972617	6973583	6973756
